order id,customer id,product id,order status,payment id,purchase date,shipping id,'loyalty':'rating','quantity':'cost'
3520,4197,SMARTWATCH_SKU1003,Completed,5,1/25/2024,3,'No': '3','4': '77.65840257'
3521,4197,TABLET_SKU1002,Cancelled,3,2/7/2024,1,'No': '3','1': '56.45627939'
3522,4203,TABLET_SKU1002,Completed,5,2/29/2024,1,'No': '3','4': '56.45627939'
3523,4204,SMARTPHONE_SKU1004,Cancelled,3,10/4/2023,1,'No': '2','4': '126.8240468'
3524,4205,LAPTOP_SKU1005,Completed,2,8/8/2024,4,'No': '3','2': '121.6796261'
3525,4206,SMARTPHONE_SKU1001,Completed,2,4/23/2024,3,'No': '5','3': '4.189729272'
3526,4207,SMARTPHONE_SKU1001,Completed,2,10/11/2023,4,'Yes': '5','3': '3.724203797'
3527,4207,SMARTPHONE_SKU1001,Completed,3,10/28/2023,1,'No': '5','10': '3.770756345'
3528,4207,TABLET_SKU1002,Cancelled,3,1/21/2024,4,'No': '3','6': '55.75928829'
3529,4207,SMARTPHONE_SKU1004,Cancelled,4,6/28/2024,3,'No': '2','3': '140.9156075'
3530,4208,SMARTPHONE_SKU1001,Cancelled,2,9/25/2023,4,'No': '5','10': '3.724203797'
3531,4208,TABLET_SKU1002,Completed,2,1/18/2024,4,'No': '3','4': '55.75928829'
3532,4208,SMARTPHONE_SKU1004,Completed,2,3/15/2024,3,'No': '2','7': '140.9156075'
3533,4208,TABLET_SKU1002,Completed,3,8/13/2024,3,'No': '3','7': '62.72919932'
3534,4209,SMARTPHONE_SKU1004,Completed,4,10/5/2023,4,'No': '2','4': '125.2583178'
3535,4209,LAPTOP_SKU1005,Completed,2,5/23/2024,4,'No': '3','1': '121.6796261'
3536,4209,SMARTWATCH_SKU1003,Completed,5,7/7/2024,1,'No': '3','3': '69.89256231'
3537,4210,SMARTPHONE_SKU1004,Cancelled,5,10/6/2023,3,'Yes': '2','7': '140.9156075'
3538,4210,SMARTPHONE_SKU1004,Completed,2,6/27/2024,4,'No': '2','4': '125.2583178'
3539,4211,LAPTOP_SKU1005,Cancelled,5,9/24/2023,4,'No': '3','7': '121.6796261'
3540,4213,SMARTWATCH_SKU1003,Completed,5,5/30/2024,1,'No': '3','9': '69.89256231'
3541,4215,SMARTPHONE_SKU1001,Completed,4,5/21/2024,1,'No': '5','2': '3.770756345'
3542,4215,SMARTPHONE_SKU1001,Cancelled,2,7/13/2024,3,'No': '5','9': '4.189729272'
3543,4216,SMARTPHONE_SKU1004,Completed,2,9/4/2024,1,'No': '2','6': '126.8240468'
3544,4219,SMARTWATCH_SKU1003,Completed,4,5/7/2024,1,'Yes': '3','3': '69.89256231'
3545,4219,SMARTPHONE_SKU1001,Completed,3,5/19/2024,3,'No': '5','6': '4.189729272'
3546,4220,SMARTWATCH_SKU1003,Cancelled,4,11/16/2023,3,'No': '3','9': '77.65840257'
3547,4222,SMARTWATCH_SKU1003,Completed,5,1/18/2024,3,'No': '3','9': '77.65840257'
3548,4223,SMARTPHONE_SKU1004,Completed,5,12/6/2023,4,'No': '2','10': '125.2583178'
3549,4224,TABLET_SKU1002,Completed,4,9/24/2023,1,'No': '3','5': '56.45627939'
3550,4224,SMARTPHONE_SKU1004,Completed,2,9/30/2023,1,'No': '2','5': '126.8240468'
3551,4224,LAPTOP_SKU1005,Completed,5,11/14/2023,3,'No': '3','7': '136.8895794'
3552,4224,TABLET_SKU1002,Completed,3,1/11/2024,1,'No': '3','8': '56.45627939'
3553,4224,SMARTWATCH_SKU1003,Completed,3,4/20/2024,4,'Yes': '3','6': '69.02969117'
3554,4224,SMARTPHONE_SKU1001,Completed,3,7/9/2024,3,'No': '5','10': '4.189729272'
3555,4225,LAPTOP_SKU1005,Cancelled,2,2/20/2024,3,'No': '3','5': '136.8895794'
3556,4226,LAPTOP_SKU1005,Cancelled,5,6/18/2024,1,'No': '3','8': '123.2006214'
3557,4227,SMARTPHONE_SKU1004,Completed,4,11/25/2023,3,'No': '2','6': '140.9156075'
3558,4227,SMARTPHONE_SKU1004,Completed,3,12/20/2023,4,'No': '2','3': '125.2583178'
3559,4228,SMARTWATCH_SKU1003,Completed,5,12/5/2023,4,'No': '3','9': '69.02969117'
3560,4229,TABLET_SKU1002,Cancelled,3,11/21/2023,4,'No': '3','5': '55.75928829'
3561,4231,SMARTPHONE_SKU1004,Completed,2,11/9/2023,4,'No': '2','6': '125.2583178'
3562,4231,SMARTPHONE_SKU1004,Completed,3,5/17/2024,1,'No': '2','4': '126.8240468'
3563,4232,TABLET_SKU1002,Cancelled,5,2/12/2024,4,'No': '3','4': '55.75928829'
3564,4232,LAPTOP_SKU1005,Completed,2,9/19/2024,3,'No': '3','1': '136.8895794'
3565,4234,SMARTPHONE_SKU1001,Completed,5,1/7/2024,1,'No': '5','9': '3.770756345'
3566,4235,SMARTPHONE_SKU1001,Cancelled,2,6/23/2024,3,'No': '5','3': '4.189729272'
3567,4235,LAPTOP_SKU1005,Completed,3,9/10/2024,1,'No': '3','6': '123.2006214'
3568,4236,SMARTWATCH_SKU1003,Completed,3,7/8/2024,3,'No': '3','9': '77.65840257'
3569,4236,SMARTWATCH_SKU1003,Cancelled,4,7/30/2024,3,'No': '3','9': '77.65840257'
3570,4236,SMARTPHONE_SKU1001,Completed,3,9/18/2024,3,'No': '5','1': '4.189729272'
3571,4237,LAPTOP_SKU1005,Cancelled,2,12/11/2023,1,'No': '3','2': '123.2006214'
3572,4238,SMARTWATCH_SKU1003,Completed,5,9/13/2024,3,'Yes': '3','9': '77.65840257'
3573,4239,LAPTOP_SKU1005,Completed,5,9/29/2023,1,'No': '3','6': '123.2006214'
3574,4239,SMARTPHONE_SKU1001,Cancelled,2,10/23/2023,4,'Yes': '5','3': '3.724203797'
3575,4240,SMARTPHONE_SKU1004,Completed,3,11/24/2023,4,'No': '2','1': '125.2583178'
3576,4240,LAPTOP_SKU1005,Cancelled,2,3/2/2024,1,'No': '3','5': '123.2006214'
3577,4241,SMARTPHONE_SKU1001,Completed,5,10/7/2023,3,'No': '5','7': '4.189729272'
3578,4241,TABLET_SKU1002,Completed,3,5/5/2024,1,'No': '3','6': '56.45627939'
3579,4242,SMARTPHONE_SKU1004,Completed,3,2/11/2024,1,'No': '2','5': '126.8240468'
3580,4244,TABLET_SKU1002,Completed,4,9/30/2023,3,'No': '3','4': '62.72919932'
3581,4244,TABLET_SKU1002,Completed,5,8/17/2024,4,'No': '3','2': '55.75928829'
3582,4246,SMARTPHONE_SKU1004,Completed,4,6/21/2024,3,'No': '2','1': '140.9156075'
3583,4247,SMARTWATCH_SKU1003,Cancelled,2,1/10/2024,3,'No': '3','4': '77.65840257'
3584,4247,TABLET_SKU1002,Cancelled,4,3/4/2024,4,'Yes': '3','8': '55.75928829'
3585,4247,SMARTPHONE_SKU1004,Cancelled,3,7/10/2024,3,'Yes': '2','8': '140.9156075'
3586,4250,SMARTPHONE_SKU1004,Completed,4,11/10/2023,4,'No': '2','7': '125.2583178'
3587,4250,TABLET_SKU1002,Completed,2,4/17/2024,4,'No': '3','2': '55.75928829'
3588,4251,SMARTPHONE_SKU1004,Cancelled,2,11/18/2023,4,'No': '2','1': '125.2583178'
3589,4253,TABLET_SKU1002,Cancelled,2,12/19/2023,4,'No': '3','3': '55.75928829'
3590,4254,TABLET_SKU1002,Completed,4,12/30/2023,4,'No': '3','6': '55.75928829'
3591,4254,TABLET_SKU1002,Completed,2,1/21/2024,3,'No': '3','1': '62.72919932'
3592,4255,TABLET_SKU1002,Completed,5,10/3/2023,3,'No': '3','8': '62.72919932'
3593,4256,LAPTOP_SKU1005,Completed,3,5/7/2024,1,'No': '3','9': '123.2006214'
3594,4258,SMARTPHONE_SKU1001,Cancelled,4,2/2/2024,3,'Yes': '5','3': '4.189729272'
3595,4258,SMARTPHONE_SKU1004,Cancelled,5,4/7/2024,1,'No': '2','9': '126.8240468'
3596,4259,SMARTPHONE_SKU1004,Completed,2,3/29/2024,1,'No': '2','6': '126.8240468'
3597,4260,TABLET_SKU1002,Completed,2,3/13/2024,4,'Yes': '3','7': '55.75928829'
3598,4261,SMARTWATCH_SKU1003,Completed,2,2/17/2024,3,'No': '3','2': '77.65840257'
3599,4261,TABLET_SKU1002,Completed,5,2/28/2024,1,'No': '3','2': '56.45627939'
3600,4262,SMARTPHONE_SKU1004,Cancelled,5,11/23/2023,4,'No': '2','2': '125.2583178'
3601,4262,LAPTOP_SKU1005,Completed,3,12/5/2023,3,'No': '3','2': '136.8895794'
3602,4265,SMARTPHONE_SKU1004,Completed,3,1/23/2024,4,'No': '2','2': '125.2583178'
3603,4265,SMARTPHONE_SKU1001,Cancelled,2,4/20/2024,1,'No': '5','3': '3.770756345'
3604,4265,SMARTPHONE_SKU1004,Completed,4,6/26/2024,1,'No': '2','6': '126.8240468'
3605,4268,LAPTOP_SKU1005,Completed,5,6/17/2024,1,'Yes': '3','4': '123.2006214'
3606,4268,TABLET_SKU1002,Completed,5,7/15/2024,4,'No': '3','7': '55.75928829'
3607,4269,SMARTWATCH_SKU1003,Cancelled,3,10/18/2023,3,'Yes': '3','7': '77.65840257'
3608,4270,SMARTPHONE_SKU1004,Cancelled,4,11/13/2023,3,'No': '2','6': '140.9156075'
3609,4270,SMARTPHONE_SKU1001,Cancelled,2,8/24/2024,3,'No': '5','4': '4.189729272'
3610,4271,SMARTPHONE_SKU1004,Completed,4,2/26/2024,4,'No': '2','10': '125.2583178'
3611,4271,SMARTWATCH_SKU1003,Completed,5,6/5/2024,4,'No': '3','3': '69.02969117'
3612,4271,SMARTPHONE_SKU1004,Completed,4,8/30/2024,4,'No': '2','1': '125.2583178'
3613,4271,SMARTPHONE_SKU1004,Completed,3,9/1/2024,4,'Yes': '2','2': '125.2583178'
3614,4272,TABLET_SKU1002,Cancelled,5,1/30/2024,3,'No': '3','9': '62.72919932'
3615,4272,TABLET_SKU1002,Completed,3,3/9/2024,4,'No': '3','10': '55.75928829'
3616,4274,TABLET_SKU1002,Completed,5,11/5/2023,4,'Yes': '3','2': '55.75928829'
3617,4274,SMARTPHONE_SKU1001,Cancelled,5,9/9/2024,4,'No': '5','10': '3.724203797'
3618,4276,SMARTWATCH_SKU1003,Completed,5,8/24/2024,4,'No': '3','8': '69.02969117'
3619,4277,SMARTPHONE_SKU1001,Completed,2,3/7/2024,3,'No': '5','1': '4.189729272'
3620,4277,TABLET_SKU1002,Completed,3,7/22/2024,1,'Yes': '3','2': '56.45627939'
3621,4278,SMARTWATCH_SKU1003,Cancelled,4,4/5/2024,4,'No': '3','8': '69.02969117'
3622,4279,SMARTWATCH_SKU1003,Completed,3,12/31/2023,1,'No': '3','6': '69.89256231'
3623,4279,SMARTWATCH_SKU1003,Cancelled,2,2/9/2024,3,'No': '3','10': '77.65840257'
3624,4282,SMARTPHONE_SKU1001,Cancelled,2,7/23/2024,3,'No': '5','5': '4.189729272'
3625,4283,SMARTPHONE_SKU1004,Cancelled,5,1/16/2024,1,'No': '2','9': '126.8240468'
3626,4285,TABLET_SKU1002,Completed,4,2/3/2024,3,'Yes': '3','7': '62.72919932'
3627,4285,LAPTOP_SKU1005,Completed,5,2/15/2024,3,'Yes': '3','7': '136.8895794'
3628,4286,SMARTWATCH_SKU1003,Cancelled,3,11/11/2023,4,'No': '3','9': '69.02969117'
3629,4287,TABLET_SKU1002,Completed,4,2/12/2024,3,'No': '3','2': '62.72919932'
3630,4287,SMARTPHONE_SKU1004,Completed,5,8/22/2024,3,'No': '2','6': '140.9156075'
3631,4288,LAPTOP_SKU1005,Cancelled,5,11/9/2023,4,'No': '3','2': '121.6796261'
3632,4288,LAPTOP_SKU1005,Completed,3,12/8/2023,4,'No': '3','5': '121.6796261'
3633,4289,TABLET_SKU1002,Cancelled,3,12/14/2023,1,'Yes': '3','8': '56.45627939'
3634,4289,TABLET_SKU1002,Cancelled,3,3/20/2024,4,'No': '3','6': '55.75928829'
3635,4289,SMARTWATCH_SKU1003,Completed,3,7/11/2024,4,'No': '3','2': '69.02969117'
3636,4290,SMARTWATCH_SKU1003,Completed,4,4/24/2024,3,'Yes': '3','3': '77.65840257'
3637,4292,SMARTWATCH_SKU1003,Cancelled,5,9/28/2023,4,'Yes': '3','1': '69.02969117'
3638,4293,SMARTPHONE_SKU1001,Cancelled,2,8/8/2024,3,'No': '5','7': '4.189729272'
3639,4293,LAPTOP_SKU1005,Cancelled,3,9/8/2024,4,'No': '3','4': '121.6796261'
3640,4295,SMARTPHONE_SKU1001,Completed,3,11/17/2023,1,'No': '5','4': '3.770756345'
3641,4295,SMARTPHONE_SKU1001,Cancelled,5,2/11/2024,1,'No': '5','9': '3.770756345'
3642,4295,LAPTOP_SKU1005,Completed,3,6/7/2024,1,'No': '3','10': '123.2006214'
3643,4296,SMARTWATCH_SKU1003,Completed,4,4/17/2024,1,'No': '3','6': '69.89256231'
3644,4297,TABLET_SKU1002,Completed,5,12/21/2023,1,'Yes': '3','5': '56.45627939'
3645,4298,LAPTOP_SKU1005,Completed,3,7/1/2024,1,'No': '3','2': '123.2006214'
3646,4299,SMARTPHONE_SKU1001,Completed,2,12/3/2023,1,'No': '5','1': '3.770756345'
3647,4299,SMARTWATCH_SKU1003,Completed,4,4/26/2024,1,'Yes': '3','10': '69.89256231'
3648,4299,SMARTPHONE_SKU1001,Cancelled,3,7/21/2024,3,'No': '5','10': '4.189729272'
3649,4300,TABLET_SKU1002,Completed,4,5/30/2024,3,'No': '3','10': '62.72919932'
3650,4301,SMARTPHONE_SKU1004,Completed,5,6/13/2024,1,'No': '2','1': '126.8240468'
3651,4302,LAPTOP_SKU1005,Completed,3,2/20/2024,1,'No': '3','6': '123.2006214'
3652,4303,TABLET_SKU1002,Cancelled,2,1/22/2024,3,'No': '3','8': '62.72919932'
3653,4303,LAPTOP_SKU1005,Completed,5,2/4/2024,4,'No': '3','6': '121.6796261'
3654,4304,TABLET_SKU1002,Completed,5,1/25/2024,3,'No': '3','8': '62.72919932'
3655,4304,SMARTPHONE_SKU1004,Completed,3,5/17/2024,3,'No': '2','5': '140.9156075'
3656,4305,TABLET_SKU1002,Completed,3,3/31/2024,4,'No': '3','4': '55.75928829'
3657,4309,LAPTOP_SKU1005,Completed,2,4/5/2024,3,'No': '3','8': '136.8895794'
3658,4309,LAPTOP_SKU1005,Completed,2,5/25/2024,3,'No': '3','1': '136.8895794'
3659,4310,SMARTPHONE_SKU1001,Completed,4,8/29/2024,1,'No': '5','5': '3.770756345'
3660,4312,LAPTOP_SKU1005,Cancelled,5,2/27/2024,1,'No': '3','4': '123.2006214'
3661,4315,SMARTWATCH_SKU1003,Completed,2,5/10/2024,4,'Yes': '3','1': '69.02969117'
3662,4317,SMARTWATCH_SKU1003,Completed,4,1/22/2024,3,'Yes': '3','1': '77.65840257'
3663,4317,LAPTOP_SKU1005,Cancelled,5,6/27/2024,4,'No': '3','7': '121.6796261'
3664,4318,SMARTPHONE_SKU1004,Completed,4,7/2/2024,4,'No': '2','4': '125.2583178'
3665,4319,LAPTOP_SKU1005,Completed,3,10/6/2023,4,'Yes': '3','5': '121.6796261'
3666,4319,SMARTPHONE_SKU1004,Completed,5,5/31/2024,1,'No': '2','7': '126.8240468'
3667,4321,LAPTOP_SKU1005,Completed,5,12/13/2023,4,'No': '3','2': '121.6796261'
3668,4322,LAPTOP_SKU1005,Cancelled,4,2/1/2024,1,'No': '3','1': '123.2006214'
3669,4322,SMARTPHONE_SKU1001,Cancelled,3,2/16/2024,4,'No': '5','7': '3.724203797'
3670,4323,SMARTWATCH_SKU1003,Completed,2,10/27/2023,3,'Yes': '3','1': '77.65840257'
3671,4323,SMARTWATCH_SKU1003,Cancelled,3,1/17/2024,4,'No': '3','1': '69.02969117'
3672,4323,SMARTWATCH_SKU1003,Cancelled,5,4/20/2024,1,'Yes': '3','8': '69.89256231'
3673,4323,TABLET_SKU1002,Cancelled,3,4/28/2024,4,'No': '3','3': '55.75928829'
3674,4324,SMARTWATCH_SKU1003,Cancelled,3,8/7/2024,3,'No': '3','2': '77.65840257'
3675,4325,SMARTPHONE_SKU1001,Completed,4,4/22/2024,3,'No': '5','3': '4.189729272'
3676,4327,SMARTPHONE_SKU1001,Cancelled,4,10/10/2023,4,'Yes': '5','6': '3.724203797'
3677,4327,SMARTPHONE_SKU1004,Completed,5,12/29/2023,1,'No': '2','6': '126.8240468'
3678,4328,SMARTWATCH_SKU1003,Cancelled,2,7/18/2024,3,'No': '3','1': '77.65840257'
3679,4328,TABLET_SKU1002,Completed,2,7/28/2024,4,'No': '3','2': '55.75928829'
3680,4330,TABLET_SKU1002,Completed,2,2/7/2024,4,'No': '3','5': '55.75928829'
3681,4330,SMARTPHONE_SKU1004,Cancelled,5,6/5/2024,3,'No': '2','6': '140.9156075'
3682,4332,LAPTOP_SKU1005,Completed,3,11/21/2023,4,'No': '3','4': '121.6796261'
3683,4332,TABLET_SKU1002,Completed,3,1/21/2024,1,'No': '3','3': '56.45627939'
3684,4332,TABLET_SKU1002,Completed,2,2/3/2024,4,'No': '3','6': '55.75928829'
3685,4333,LAPTOP_SKU1005,Cancelled,2,4/28/2024,1,'No': '3','4': '123.2006214'
3686,4333,SMARTWATCH_SKU1003,Completed,4,7/4/2024,4,'No': '3','8': '69.02969117'
3687,4334,SMARTWATCH_SKU1003,Cancelled,4,11/8/2023,1,'Yes': '3','7': '69.89256231'
3688,4335,LAPTOP_SKU1005,Cancelled,4,9/22/2024,1,'Yes': '3','10': '123.2006214'
3689,4336,TABLET_SKU1002,Completed,4,6/7/2024,4,'No': '3','3': '55.75928829'
3690,4337,SMARTPHONE_SKU1004,Completed,3,10/25/2023,3,'No': '2','1': '140.9156075'
3691,4338,SMARTWATCH_SKU1003,Completed,2,7/8/2024,1,'No': '3','6': '69.89256231'
3692,4339,TABLET_SKU1002,Completed,2,3/23/2024,4,'No': '3','1': '55.75928829'
3693,4340,SMARTWATCH_SKU1003,Completed,3,11/7/2023,4,'No': '3','4': '69.02969117'
3694,4340,SMARTWATCH_SKU1003,Completed,3,8/25/2024,1,'Yes': '3','9': '69.89256231'
3695,4340,TABLET_SKU1002,Cancelled,5,8/26/2024,1,'No': '3','6': '56.45627939'
3696,4341,TABLET_SKU1002,Completed,4,10/19/2023,1,'No': '3','10': '56.45627939'
3697,4341,SMARTPHONE_SKU1004,Completed,3,3/17/2024,3,'Yes': '2','5': '140.9156075'
3698,4342,SMARTWATCH_SKU1003,Cancelled,3,1/10/2024,4,'No': '3','4': '69.02969117'
3699,4342,SMARTPHONE_SKU1001,Completed,2,7/5/2024,4,'No': '5','7': '3.724203797'
3700,4343,TABLET_SKU1002,Completed,4,8/15/2024,4,'Yes': '3','10': '55.75928829'
3701,4343,SMARTWATCH_SKU1003,Cancelled,3,8/28/2024,3,'No': '3','3': '77.65840257'
3702,4344,SMARTPHONE_SKU1004,Completed,2,2/23/2024,1,'No': '2','8': '126.8240468'
3703,4345,LAPTOP_SKU1005,Completed,5,1/20/2024,4,'No': '3','6': '121.6796261'
3704,4346,SMARTPHONE_SKU1004,Completed,5,2/6/2024,4,'Yes': '2','7': '125.2583178'
3705,4346,SMARTPHONE_SKU1004,Cancelled,5,5/17/2024,4,'No': '2','3': '125.2583178'
3706,4347,SMARTWATCH_SKU1003,Completed,4,2/14/2024,3,'Yes': '3','5': '77.65840257'
3707,4347,TABLET_SKU1002,Completed,2,8/24/2024,1,'Yes': '3','9': '56.45627939'
3708,4348,LAPTOP_SKU1005,Cancelled,2,12/31/2023,4,'No': '3','5': '121.6796261'
3709,4348,SMARTPHONE_SKU1004,Cancelled,5,2/29/2024,3,'No': '2','1': '140.9156075'
3710,4349,SMARTPHONE_SKU1001,Completed,3,5/19/2024,4,'No': '5','10': '3.724203797'
3711,4350,SMARTPHONE_SKU1004,Completed,5,8/5/2024,1,'No': '2','5': '126.8240468'
3712,4351,LAPTOP_SKU1005,Cancelled,3,9/25/2023,4,'No': '3','1': '121.6796261'
3713,4351,LAPTOP_SKU1005,Completed,4,12/5/2023,1,'No': '3','2': '123.2006214'
3714,4351,SMARTPHONE_SKU1004,Completed,5,6/20/2024,4,'No': '2','9': '125.2583178'
3715,4351,SMARTWATCH_SKU1003,Completed,4,6/28/2024,3,'No': '3','5': '77.65840257'
3716,4356,SMARTPHONE_SKU1001,Cancelled,3,10/7/2023,3,'Yes': '5','7': '4.189729272'
3717,4356,SMARTPHONE_SKU1001,Cancelled,5,3/7/2024,1,'Yes': '5','10': '3.770756345'
3718,4357,LAPTOP_SKU1005,Cancelled,2,12/23/2023,1,'No': '3','7': '123.2006214'
3719,4357,TABLET_SKU1002,Completed,2,12/27/2023,3,'Yes': '3','1': '62.72919932'
3720,4358,SMARTWATCH_SKU1003,Completed,3,3/31/2024,1,'No': '3','10': '69.89256231'
3721,4359,SMARTPHONE_SKU1001,Completed,4,12/25/2023,3,'No': '5','6': '4.189729272'
3722,4361,SMARTPHONE_SKU1001,Cancelled,2,12/23/2023,3,'No': '5','2': '4.189729272'
3723,4362,SMARTWATCH_SKU1003,Cancelled,3,10/17/2023,4,'No': '3','6': '69.02969117'
3724,4363,TABLET_SKU1002,Cancelled,5,9/5/2024,3,'No': '3','6': '62.72919932'
3725,4364,SMARTPHONE_SKU1001,Completed,4,1/6/2024,4,'No': '5','2': '3.724203797'
3726,4364,TABLET_SKU1002,Cancelled,5,1/20/2024,4,'No': '3','10': '55.75928829'
3727,4364,SMARTPHONE_SKU1004,Completed,5,7/3/2024,4,'No': '2','2': '125.2583178'
3728,4365,LAPTOP_SKU1005,Completed,3,9/15/2024,4,'Yes': '3','1': '121.6796261'
3729,4366,SMARTWATCH_SKU1003,Completed,2,3/3/2024,3,'Yes': '3','3': '77.65840257'
3730,4367,SMARTWATCH_SKU1003,Completed,5,6/1/2024,4,'No': '3','3': '69.02969117'
3731,4367,LAPTOP_SKU1005,Cancelled,5,7/27/2024,4,'No': '3','3': '121.6796261'
3732,4368,LAPTOP_SKU1005,Completed,2,10/27/2023,3,'No': '3','4': '136.8895794'
3733,4370,SMARTPHONE_SKU1004,Completed,4,10/14/2023,1,'No': '2','5': '126.8240468'
3734,4374,SMARTWATCH_SKU1003,Completed,2,7/14/2024,1,'Yes': '3','10': '69.89256231'
3735,4374,SMARTWATCH_SKU1003,Cancelled,3,8/21/2024,1,'No': '3','5': '69.89256231'
3736,4376,LAPTOP_SKU1005,Cancelled,2,6/7/2024,3,'Yes': '3','1': '136.8895794'
3737,4376,SMARTWATCH_SKU1003,Completed,5,8/19/2024,3,'No': '3','4': '77.65840257'
3738,4377,SMARTPHONE_SKU1004,Cancelled,3,2/23/2024,1,'Yes': '2','1': '126.8240468'
3739,4378,LAPTOP_SKU1005,Cancelled,2,3/24/2024,3,'No': '3','10': '136.8895794'
3740,4378,TABLET_SKU1002,Completed,5,8/27/2024,4,'Yes': '3','9': '55.75928829'
3741,4380,SMARTWATCH_SKU1003,Completed,2,11/19/2023,1,'No': '3','2': '69.89256231'
3742,4380,SMARTPHONE_SKU1004,Completed,3,12/2/2023,4,'No': '2','6': '125.2583178'
3743,4384,SMARTPHONE_SKU1004,Completed,2,10/2/2023,3,'No': '2','2': '140.9156075'
3744,4384,TABLET_SKU1002,Completed,2,3/27/2024,3,'Yes': '3','9': '62.72919932'
3745,4385,TABLET_SKU1002,Completed,5,2/12/2024,4,'No': '3','2': '55.75928829'
3746,4385,LAPTOP_SKU1005,Completed,4,3/6/2024,1,'Yes': '3','1': '123.2006214'
3747,4385,SMARTPHONE_SKU1004,Completed,3,7/22/2024,4,'No': '2','6': '125.2583178'
3748,4386,SMARTWATCH_SKU1003,Cancelled,3,10/15/2023,1,'No': '3','7': '69.89256231'
3749,4386,LAPTOP_SKU1005,Completed,5,3/9/2024,4,'No': '3','5': '121.6796261'
3750,4386,SMARTPHONE_SKU1004,Completed,2,6/3/2024,4,'No': '2','4': '125.2583178'
3751,4387,TABLET_SKU1002,Completed,2,10/2/2023,4,'No': '3','6': '55.75928829'
3752,4387,TABLET_SKU1002,Completed,3,1/9/2024,3,'No': '3','2': '62.72919932'
3753,4388,SMARTPHONE_SKU1001,Cancelled,5,2/25/2024,1,'No': '5','2': '3.770756345'
3754,4389,TABLET_SKU1002,Cancelled,4,3/13/2024,1,'No': '3','7': '56.45627939'
3755,4391,LAPTOP_SKU1005,Cancelled,3,10/16/2023,1,'Yes': '3','3': '123.2006214'
3756,4391,TABLET_SKU1002,Cancelled,2,9/22/2024,3,'No': '3','7': '62.72919932'
3757,4392,TABLET_SKU1002,Cancelled,4,11/23/2023,1,'Yes': '3','9': '56.45627939'
3758,4392,SMARTWATCH_SKU1003,Completed,4,4/2/2024,3,'Yes': '3','4': '77.65840257'
3759,4399,TABLET_SKU1002,Completed,4,9/23/2024,1,'Yes': '3','7': '56.45627939'
3760,4401,TABLET_SKU1002,Completed,5,11/8/2023,3,'No': '3','2': '62.72919932'
3761,4401,SMARTWATCH_SKU1003,Completed,3,5/29/2024,4,'No': '3','8': '69.02969117'
3762,4401,TABLET_SKU1002,Completed,5,6/10/2024,3,'No': '3','2': '62.72919932'
3763,4402,SMARTPHONE_SKU1001,Cancelled,5,12/8/2023,3,'No': '5','6': '4.189729272'
3764,4403,SMARTWATCH_SKU1003,Completed,2,10/7/2023,4,'No': '3','1': '69.02969117'
3765,4403,SMARTPHONE_SKU1001,Cancelled,4,6/3/2024,1,'No': '5','6': '3.770756345'
3766,4403,TABLET_SKU1002,Cancelled,3,7/3/2024,1,'No': '3','2': '56.45627939'
3767,4406,LAPTOP_SKU1005,Completed,4,10/29/2023,1,'No': '3','9': '123.2006214'
3768,4407,LAPTOP_SKU1005,Cancelled,5,6/25/2024,1,'Yes': '3','9': '123.2006214'
3769,4408,TABLET_SKU1002,Completed,3,9/20/2024,3,'Yes': '3','7': '62.72919932'
3770,4409,SMARTPHONE_SKU1004,Cancelled,3,3/14/2024,1,'No': '2','9': '126.8240468'
3771,4409,TABLET_SKU1002,Cancelled,2,4/19/2024,4,'No': '3','5': '55.75928829'
3772,4409,TABLET_SKU1002,Completed,2,7/5/2024,3,'No': '3','9': '62.72919932'
3773,4411,TABLET_SKU1002,Completed,2,6/3/2024,3,'No': '3','3': '62.72919932'
3774,4411,SMARTPHONE_SKU1001,Cancelled,5,7/2/2024,4,'No': '5','7': '3.724203797'
3775,4412,TABLET_SKU1002,Completed,5,7/1/2024,4,'Yes': '3','3': '55.75928829'
3776,4414,LAPTOP_SKU1005,Completed,4,11/25/2023,1,'No': '3','8': '123.2006214'
3777,4414,SMARTPHONE_SKU1004,Cancelled,4,5/27/2024,3,'No': '2','4': '140.9156075'
3778,4415,LAPTOP_SKU1005,Completed,4,11/17/2023,3,'Yes': '3','4': '136.8895794'
3779,4417,SMARTPHONE_SKU1001,Cancelled,3,10/9/2023,1,'No': '5','8': '3.770756345'
3780,4417,LAPTOP_SKU1005,Cancelled,4,2/12/2024,3,'No': '3','4': '136.8895794'
3781,4418,SMARTWATCH_SKU1003,Completed,4,1/30/2024,1,'No': '3','10': '69.89256231'
3782,4418,SMARTPHONE_SKU1004,Completed,3,8/9/2024,3,'No': '2','9': '140.9156075'
3783,4418,TABLET_SKU1002,Completed,5,8/26/2024,4,'No': '3','6': '55.75928829'
3784,4419,SMARTPHONE_SKU1001,Completed,3,10/27/2023,1,'Yes': '5','5': '3.770756345'
3785,4419,SMARTWATCH_SKU1003,Completed,2,1/27/2024,3,'No': '3','10': '77.65840257'
3786,4419,SMARTPHONE_SKU1001,Cancelled,4,4/20/2024,4,'No': '5','7': '3.724203797'
3787,4419,TABLET_SKU1002,Completed,2,6/10/2024,3,'No': '3','8': '62.72919932'
3788,4420,LAPTOP_SKU1005,Completed,4,10/7/2023,4,'No': '3','5': '121.6796261'
